"","colony","species","treatment","activated"
"1630","N5","L. niger","3-meC25",0
"1631","N5","L. niger","3-meC25",0
"1632","N5","L. niger","3-meC25",0
"1633","N5","L. niger","3-meC31",0
"1634","N5","L. niger","3-meC31",0
"1635","N5","L. niger","3-meC31",0
"1636","N5","L. niger","3-meC31",0
"1637","N5","L. niger","3-meC31",0
"1638","N5","L. niger","3-meC31",0
"1639","N5","L. niger","3-meC31",0
"1640","N5","L. niger","3-meC31",0
"1641","N5","L. niger","3-meC31",0
"1642","N5","L. niger","3-meC31",0
"1643","N5","L. niger","3-meC31",0
"1644","N5","L. niger","3-meC31",0
"1645","N5","L. niger","3-meC31",0
"1646","N5","L. niger","3-meC31",0
"1647","N5","L. niger","3-meC31",0
"1648","N5","L. niger","3-meC31",0
"1649","N5","L. niger","3-meC31",0
"1650","N5","L. niger","3-meC31",0
"1651","N5","L. niger","3-meC31",0
"1652","N5","L. niger","3-meC31",0
"1653","N5","L. niger","3-meC31",0
"1654","N5","L. niger","3-meC31",0
"1655","N5","L. niger","3-meC31",0
"1656","N5","L. niger","3-meC31",0
"1657","N5","L. niger","3-meC31",0
"1658","N5","L. niger","3-meC31",1
"1659","N5","L. niger","3-meC31",0
"1660","N5","L. niger","3-meC31",0
"1661","N5","L. niger","3-meC31",0
"1662","N5","L. niger","3-meC31",0
"1663","N5","L. niger","3-meC31",1
"1664","N5","L. niger","3-meC31",1
"1665","N5","L. niger","3-meC31",0
"1666","N5","L. niger","3-meC31",0
"1667","N5","L. niger","3-meC31",0
"1668","N5","L. niger","3-meC31",0
"1669","N5","L. niger","3-meC31",1
"1670","N5","L. niger","3-meC33",1
"1671","N5","L. niger","3-meC33",0
"1672","N5","L. niger","3-meC33",0
"1673","N5","L. niger","3-meC33",0
"1674","N5","L. niger","3-meC33",0
"1675","N5","L. niger","3-meC33",0
"1676","N5","L. niger","3-meC33",0
"1677","N5","L. niger","3-meC33",0
"1678","N5","L. niger","3-meC33",0
"1679","N5","L. niger","3-meC33",0
"1680","N5","L. niger","3-meC33",0
"1681","N5","L. niger","3-meC33",0
"1682","N5","L. niger","3-meC33",0
"1683","N5","L. niger","3-meC33",0
"1684","N5","L. niger","3-meC33",1
"1685","N5","L. niger","3-meC33",0
"1686","N5","L. niger","3-meC33",0
"1687","N5","L. niger","3-meC33",1
"1688","N5","L. niger","3-meC33",0
"1689","N5","L. niger","3-meC33",0
"1690","N5","L. niger","3-meC33",1
"1691","N5","L. niger","3-meC33",0
"1692","N5","L. niger","3-meC33",0
"1693","N5","L. niger","3-meC33",1
"1694","N5","L. niger","3-meC33",0
"1695","N5","L. niger","3-meC33",0
"1696","N5","L. niger","3-meC33",0
"1697","N5","L. niger","3-meC33",0
"1698","N5","L. niger","3-meC33",1
"1699","N5","L. niger","3-meC33",0
"1700","N5","L. niger","3-meC33",0
"1701","N5","L. niger","3-meC33",0
"1702","N5","L. niger","3-meC33",0
"1703","N5","L. niger","3-meC33",0
"1704","N5","L. niger","3-meC33",0
"1705","N5","L. niger","3-meC33",0
"1706","N5","L. niger","3-meC33",0
"1707","N5","L. niger","3-meC33",0
"1708","N5","L. niger","3-meC33",0
"1709","N5","L. niger","3-meC33",0
"1710","N5","L. niger","3-meC33",1
"1711","N5","L. niger","3-meC33",0
"1712","N5","L. niger","3-meC33",0
"1713","N5","L. niger","3-meC33",1
"1714","N5","L. niger","3-meC33",1
"1715","N5","L. niger","3-meC33",1
"1716","N5","L. niger","3-meC33",0
"1717","N5","L. niger","3-meC33",0
"1718","N5","L. niger","3-meC33",1
"1719","N5","L. niger","3-meC33",0
"1720","N5","L. niger","3-meC33",0
"1721","N5","L. niger","3-meC35",0
"1722","N5","L. niger","3-meC35",0
"1723","N5","L. niger","3-meC35",0
"1724","N5","L. niger","3-meC35",0
"1725","N5","L. niger","3-meC35",0
"1726","N5","L. niger","3-meC35",0
"1727","N5","L. niger","3-meC35",0
"1728","N5","L. niger","3-meC35",0
"1729","N5","L. niger","3-meC35",1
"1730","N5","L. niger","3-meC35",0
"1731","N5","L. niger","3-meC35",0
"1732","N5","L. niger","3-meC35",0
"1733","N5","L. niger","3-meC35",0
"1734","N5","L. niger","3-meC35",0
"1735","N5","L. niger","3-meC35",1
"1736","N5","L. niger","3-meC35",0
"1737","N5","L. niger","3-meC35",0
"1738","N5","L. niger","3-meC35",0
"1739","N5","L. niger","3-meC35",0
"1740","N5","L. niger","3-meC35",0
"1741","N5","L. niger","3-meC35",0
"1742","N5","L. niger","3-meC35",0
"1743","N5","L. niger","3-meC35",0
"1744","N5","L. niger","3-meC35",0
"1745","N5","L. niger","3-meC35",0
"1746","N5","L. niger","3-meC35",0
"1747","N5","L. niger","3-meC35",0
"1748","N5","L. niger","3-meC35",1
"1749","N5","L. niger","3-meC35",0
"1750","N5","L. niger","3-meC35",0
"1751","N5","L. niger","3-meC35",1
"1752","N5","L. niger","3-meC35",0
"1753","L1","L. lasioides","3-meC25",1
"1754","L1","L. lasioides","3-meC25",0
"1755","L1","L. lasioides","3-meC25",1
"1756","L1","L. lasioides","3-meC25",0
"1757","L1","L. lasioides","3-meC25",1
"1758","L1","L. lasioides","3-meC25",0
"1759","L1","L. lasioides","3-meC25",1
"1760","L1","L. lasioides","3-meC25",0
"1761","L1","L. lasioides","3-meC25",0
"1762","L1","L. lasioides","3-meC25",1
"1763","L1","L. lasioides","3-meC25",0
"1764","L1","L. lasioides","3-meC25",0
"1765","L1","L. lasioides","3-meC25",0
"1766","L1","L. lasioides","3-meC25",1
"1767","L1","L. lasioides","3-meC25",0
"1768","L1","L. lasioides","3-meC25",1
"1769","L1","L. lasioides","3-meC25",0
"1770","L1","L. lasioides","3-meC25",1
"1771","L1","L. lasioides","3-meC25",0
"1772","L1","L. lasioides","3-meC25",0
"1773","L1","L. lasioides","3-meC25",1
"1774","L1","L. lasioides","3-meC25",0
"1775","L1","L. lasioides","C31",1
"1776","L1","L. lasioides","C31",0
"1777","L1","L. lasioides","C31",0
"1778","L1","L. lasioides","C31",0
"1779","L1","L. lasioides","C31",0
"1780","L1","L. lasioides","C31",1
"1781","L1","L. lasioides","3-meC33",1
"1782","L1","L. lasioides","3-meC33",1
"1783","L1","L. lasioides","3-meC33",0
"1784","L1","L. lasioides","3-meC33",0
"1785","L1","L. lasioides","3-meC33",1
"1786","L1","L. lasioides","3-meC33",0
"1787","L1","L. lasioides","3-meC33",0
"1788","L1","L. lasioides","3-meC33",0
"1789","L1","L. lasioides","3-meC33",0
"1790","L1","L. lasioides","3-meC33",0
"1791","L1","L. lasioides","3-meC33",0
"1792","L1","L. lasioides","3-meC33",0
"1793","L1","L. lasioides","3-meC33",0
"1794","L1","L. lasioides","Hexane",0
"1795","L1","L. lasioides","Hexane",1
"1796","L1","L. lasioides","Hexane",1
"1797","L1","L. lasioides","Hexane",0
"1798","L1","L. lasioides","Hexane",0
"1799","L1","L. lasioides","Hexane",0
"1800","L1","L. lasioides","Hexane",0
"1801","L1","L. lasioides","Hexane",0
"1802","L1","L. lasioides","Hexane",1
"1803","L1","L. lasioides","Hexane",0
"1804","L1","L. lasioides","Hexane",0
"1805","L1","L. lasioides","Hexane",0
"1806","L1","L. lasioides","Hexane",0
"1807","L1","L. lasioides","Hexane",0
"1808","L1","L. lasioides","Hexane",0
"1809","L1","L. lasioides","Hexane",0
"1810","L1","L. lasioides","Hexane",1
"1811","L1","L. lasioides","Hexane",0
"1812","L1","L. lasioides","Hexane",0
"1813","L1","L. lasioides","Hexane",0
"1814","L1","L. lasioides","Hexane",0
"1815","L1","L. lasioides","Hexane",0
"1816","L1","L. lasioides","Hexane",1
"1817","L1","L. lasioides","Hexane",0
"1818","L1","L. lasioides","Hexane",0
"1819","L1","L. lasioides","3-meC31",0
"1820","L1","L. lasioides","3-meC31",1
"1821","L1","L. lasioides","3-meC31",0
"1822","L1","L. lasioides","3-meC31",1
"1823","L1","L. lasioides","3-meC31",0
"1824","L1","L. lasioides","3-meC31",0
"1825","L1","L. lasioides","3-meC31",1
"1826","L1","L. lasioides","3-meC31",0
"1827","L1","L. lasioides","3-meC31",0
"1828","L1","L. lasioides","3-meC31",0
"1829","L1","L. lasioides","3-meC31",1
"1830","L1","L. lasioides","3-meC31",1
"1831","L1","L. lasioides","3-meC31",1
"1832","L1","L. lasioides","3-meC31",0
"1833","L1","L. lasioides","3-meC31",0
"1834","L1","L. lasioides","3-meC31",1
"1835","L1","L. lasioides","3-meC31",0
"1836","L1","L. lasioides","3-meC31",0
"1837","L1","L. lasioides","3-meC31",0
"1838","L1","L. lasioides","3-meC35",1
"1839","L1","L. lasioides","3-meC35",1
"1840","L1","L. lasioides","3-meC35",0
"1841","L1","L. lasioides","3-meC35",0
"1842","L1","L. lasioides","3-meC35",0
"1843","L1","L. lasioides","3-meC35",0
"1844","L1","L. lasioides","3-meC35",1
"1845","L1","L. lasioides","3-meC35",1
"1846","L1","L. lasioides","3-meC35",0
"1847","L1","L. lasioides","3-meC35",0
"1848","L2","L. lasioides","Hexane",0
"1849","L2","L. lasioides","Hexane",1
"1850","L2","L. lasioides","Hexane",0
"1851","L2","L. lasioides","Hexane",1
"1852","L2","L. lasioides","Hexane",1
"1853","L2","L. lasioides","Hexane",0
"1854","L2","L. lasioides","Hexane",0
"1855","L2","L. lasioides","Hexane",0
"1856","L2","L. lasioides","Hexane",0
"1857","L2","L. lasioides","Hexane",0
"1858","L2","L. lasioides","Hexane",0
"1859","L2","L. lasioides","Hexane",0
"1860","L2","L. lasioides","Hexane",0
"1861","L2","L. lasioides","Hexane",0
"1862","L2","L. lasioides","Hexane",0
"1863","L2","L. lasioides","Hexane",0
"1864","L2","L. lasioides","Hexane",0
"1865","L2","L. lasioides","Hexane",0
"1866","L2","L. lasioides","Hexane",0
"1867","L2","L. lasioides","Hexane",0
"1868","L2","L. lasioides","Hexane",1
"1869","L2","L. lasioides","Hexane",0
"1870","L2","L. lasioides","Hexane",0
"1871","L2","L. lasioides","Hexane",1
"1872","L2","L. lasioides","Hexane",0
"1873","L2","L. lasioides","Hexane",1
"1874","L2","L. lasioides","Hexane",0
"1875","L2","L. lasioides","Hexane",0
"1876","L2","L. lasioides","3-meC31",0
"1877","L2","L. lasioides","3-meC31",0
"1878","L2","L. lasioides","3-meC31",1
"1879","L2","L. lasioides","3-meC31",0
"1880","L2","L. lasioides","3-meC31",0
"1881","L2","L. lasioides","3-meC31",0
"1882","L2","L. lasioides","3-meC31",0
"1883","L2","L. lasioides","3-meC31",1
"1884","L2","L. lasioides","3-meC31",0
"1885","L2","L. lasioides","3-meC31",0
"1886","L2","L. lasioides","3-meC31",0
"1887","L2","L. lasioides","3-meC31",1
"1888","L2","L. lasioides","3-meC31",0
"1889","L2","L. lasioides","3-meC31",0
"1890","L2","L. lasioides","3-meC31",0
"1891","L2","L. lasioides","3-meC31",0
"1892","L2","L. lasioides","3-meC31",0
"1893","L2","L. lasioides","3-meC31",0
"1894","L2","L. lasioides","3-meC31",0
"1895","L2","L. lasioides","3-meC31",0
"1896","L2","L. lasioides","3-meC35",1
"1897","L2","L. lasioides","3-meC35",0
"1898","L2","L. lasioides","3-meC35",0
"1899","L2","L. lasioides","3-meC35",0
"1900","L2","L. lasioides","3-meC35",0
"1901","L2","L. lasioides","3-meC35",0
"1902","L2","L. lasioides","3-meC35",0
"1903","L2","L. lasioides","3-meC35",1
"1904","L2","L. lasioides","3-meC35",0
"1905","L2","L. lasioides","3-meC35",0
"1906","L2","L. lasioides","3-meC35",0
"1907","L2","L. lasioides","3-meC35",0
"1908","L2","L. lasioides","3-meC35",0
"1909","L2","L. lasioides","3-meC35",0
"1910","L2","L. lasioides","3-meC35",0
"1911","L2","L. lasioides","3-meC35",0
"1912","L2","L. lasioides","3-meC35",1
"1913","L2","L. lasioides","3-meC35",0
"1914","L2","L. lasioides","3-meC35",0
"1915","L2","L. lasioides","3-meC35",0
"1916","L2","L. lasioides","C31",0
"1917","L2","L. lasioides","C31",1
"1918","L2","L. lasioides","C31",0
"1919","L2","L. lasioides","C31",0
"1920","L2","L. lasioides","C31",0
"1921","L2","L. lasioides","C31",0
"1922","L2","L. lasioides","C31",0
"1923","L2","L. lasioides","C31",0
"1924","L2","L. lasioides","C31",0
"1925","L2","L. lasioides","C31",0
"1926","L2","L. lasioides","C31",0
"1927","L2","L. lasioides","C31",0
"1928","L2","L. lasioides","C31",0
"1929","L2","L. lasioides","C31",1
"1930","L2","L. lasioides","C31",0
"1931","L2","L. lasioides","C31",0
"1932","L2","L. lasioides","C31",0
"1933","L2","L. lasioides","C31",0
"1934","L2","L. lasioides","C31",0
"1935","L2","L. lasioides","3-meC25",1
"1936","L2","L. lasioides","3-meC25",1
"1937","L2","L. lasioides","3-meC25",1
"1938","L2","L. lasioides","3-meC25",0
"1939","L2","L. lasioides","3-meC25",0
"1940","L2","L. lasioides","3-meC25",0
"1941","L2","L. lasioides","3-meC25",0
"1942","L2","L. lasioides","3-meC25",0
"1943","L2","L. lasioides","3-meC25",0
"1944","L2","L. lasioides","3-meC25",0
"1945","L2","L. lasioides","3-meC25",0
"1946","L2","L. lasioides","3-meC25",0
"1947","L2","L. lasioides","3-meC25",0
"1948","L2","L. lasioides","3-meC25",0
"1949","L2","L. lasioides","3-meC25",0
"1950","L2","L. lasioides","3-meC25",0
"1951","L2","L. lasioides","3-meC25",0
"1952","L2","L. lasioides","3-meC25",0
"1953","L2","L. lasioides","3-meC25",0
"1954","L2","L. lasioides","3-meC25",0
"1955","L2","L. lasioides","3-meC25",0
"1956","L2","L. lasioides","3-meC25",0
"1957","L2","L. lasioides","3-meC33",0
"1958","L2","L. lasioides","3-meC33",0
"1959","L2","L. lasioides","3-meC33",0
"1960","L2","L. lasioides","3-meC33",0
"1961","L2","L. lasioides","3-meC33",0
"1962","L2","L. lasioides","3-meC33",0
"1963","L2","L. lasioides","3-meC33",0
"1964","L2","L. lasioides","3-meC33",0
"1965","L2","L. lasioides","3-meC33",0
"1966","L2","L. lasioides","3-meC33",0
"1967","L2","L. lasioides","3-meC33",0
"1968","L2","L. lasioides","3-meC33",0
"1969","L2","L. lasioides","3-meC33",0
"1970","L3","L. lasioides","3-meC35",1
"1971","L3","L. lasioides","3-meC35",0
"1972","L3","L. lasioides","3-meC35",1
"1973","L3","L. lasioides","3-meC35",0
"1974","L3","L. lasioides","3-meC35",1
"1975","L3","L. lasioides","3-meC35",1
"1976","L3","L. lasioides","3-meC35",1
"1977","L3","L. lasioides","3-meC35",0
"1978","L3","L. lasioides","3-meC35",0
"1979","L3","L. lasioides","3-meC35",0
"1980","L3","L. lasioides","3-meC35",1
"1981","L3","L. lasioides","3-meC35",1
"1982","L3","L. lasioides","3-meC35",0
"1983","L3","L. lasioides","3-meC35",1
"1984","L3","L. lasioides","3-meC35",0
"1985","L3","L. lasioides","3-meC35",0
"1986","L3","L. lasioides","3-meC35",1
"1987","L3","L. lasioides","3-meC35",0
"1988","L3","L. lasioides","3-meC35",0
"1989","L3","L. lasioides","3-meC35",1
"1990","L3","L. lasioides","3-meC35",1
"1991","L3","L. lasioides","3-meC35",1
"1992","L3","L. lasioides","3-meC35",0
"1993","L3","L. lasioides","3-meC35",1
"1994","L3","L. lasioides","3-meC35",1
"1995","L3","L. lasioides","3-meC35",1
"1996","L3","L. lasioides","3-meC35",1
"1997","L3","L. lasioides","3-meC35",0
"1998","L3","L. lasioides","3-meC35",1
"1999","L3","L. lasioides","3-meC35",1
"2000","L3","L. lasioides","3-meC35",0
"2001","L3","L. lasioides","3-meC35",1
"2002","L3","L. lasioides","3-meC35",0
"2003","L3","L. lasioides","3-meC35",1
"2004","L3","L. lasioides","3-meC25",1
"2005","L3","L. lasioides","3-meC25",1
"2006","L3","L. lasioides","3-meC25",0
"2007","L3","L. lasioides","3-meC25",0
"2008","L3","L. lasioides","3-meC25",1
"2009","L3","L. lasioides","3-meC25",0
"2010","L3","L. lasioides","3-meC25",0
"2011","L3","L. lasioides","3-meC25",0
"2012","L3","L. lasioides","3-meC25",0
"2013","L3","L. lasioides","3-meC25",1
"2014","L3","L. lasioides","3-meC25",1
"2015","L3","L. lasioides","3-meC25",1
"2016","L3","L. lasioides","3-meC25",1
"2017","L3","L. lasioides","3-meC25",1
"2018","L3","L. lasioides","3-meC25",1
"2019","L3","L. lasioides","3-meC25",0
"2020","L3","L. lasioides","3-meC25",1
"2021","L3","L. lasioides","3-meC25",1
"2022","L3","L. lasioides","3-meC25",0
"2023","L3","L. lasioides","3-meC25",0
"2024","L3","L. lasioides","3-meC25",1
"2025","L3","L. lasioides","3-meC25",0
"2026","L3","L. lasioides","3-meC25",0
"2027","L3","L. lasioides","3-meC25",0
"2028","L3","L. lasioides","3-meC25",1
"2029","L3","L. lasioides","3-meC25",0
"2030","L3","L. lasioides","3-meC25",0
"2031","L3","L. lasioides","3-meC25",0
"2032","L3","L. lasioides","3-meC25",1
"2033","L3","L. lasioides","3-meC25",0
"2034","L3","L. lasioides","3-meC25",0
"2035","L3","L. lasioides","3-meC25",1
"2036","L3","L. lasioides","3-meC25",0
"2037","L3","L. lasioides","3-meC25",0
"2038","L3","L. lasioides","3-meC25",1
"2039","L3","L. lasioides","3-meC25",1
"2040","L3","L. lasioides","3-meC25",1
"2041","L3","L. lasioides","3-meC25",1
"2042","L3","L. lasioides","3-meC25",1
"2043","L3","L. lasioides","3-meC25",1
"2044","L3","L. lasioides","3-meC25",1
"2045","L3","L. lasioides","3-meC25",1
"2046","L3","L. lasioides","3-meC25",1
"2047","L3","L. lasioides","3-meC25",1
"2048","L3","L. lasioides","3-meC25",1
"2049","L3","L. lasioides","3-meC25",1
"2050","L3","L. lasioides","3-meC25",1
"2051","L3","L. lasioides","3-meC25",0
"2052","L3","L. lasioides","3-meC25",1
"2053","L3","L. lasioides","3-meC25",1
"2054","L3","L. lasioides","3-meC25",0
"2055","L3","L. lasioides","3-meC25",1
"2056","L3","L. lasioides","3-meC25",1
"2057","L3","L. lasioides","3-meC25",0
"2058","L3","L. lasioides","3-meC25",1
"2059","L3","L. lasioides","3-meC25",1
"2060","L3","L. lasioides","3-meC25",1
"2061","L3","L. lasioides","3-meC25",1
"2062","L3","L. lasioides","3-meC25",0
"2063","L3","L. lasioides","3-meC25",1
"2064","L3","L. lasioides","3-meC25",0
"2065","L3","L. lasioides","3-meC33",0
"2066","L3","L. lasioides","3-meC33",0
"2067","L3","L. lasioides","3-meC33",0
"2068","L3","L. lasioides","3-meC33",0
"2069","L3","L. lasioides","3-meC33",0
"2070","L3","L. lasioides","3-meC33",0
"2071","L3","L. lasioides","3-meC33",0
"2072","L3","L. lasioides","3-meC33",1
"2073","L3","L. lasioides","3-meC33",1
"2074","L3","L. lasioides","3-meC33",0
"2075","L3","L. lasioides","3-meC33",0
"2076","L3","L. lasioides","3-meC33",0
"2077","L3","L. lasioides","3-meC33",0
"2078","L3","L. lasioides","3-meC33",0
"2079","L3","L. lasioides","3-meC33",1
"2080","L3","L. lasioides","3-meC33",0
"2081","L3","L. lasioides","3-meC33",0
"2082","L3","L. lasioides","3-meC33",1
"2083","L3","L. lasioides","3-meC33",0
"2084","L3","L. lasioides","3-meC33",1
"2085","L3","L. lasioides","3-meC33",0
"2086","L3","L. lasioides","3-meC33",1
"2087","L3","L. lasioides","3-meC33",0
"2088","L3","L. lasioides","3-meC33",1
"2089","L3","L. lasioides","3-meC33",1
"2090","L3","L. lasioides","3-meC33",0
"2091","L3","L. lasioides","3-meC33",0
"2092","L3","L. lasioides","3-meC33",0
"2093","L3","L. lasioides","3-meC33",1
"2094","L3","L. lasioides","3-meC33",1
"2095","L3","L. lasioides","3-meC33",1
"2096","L3","L. lasioides","3-meC33",1
"2097","L3","L. lasioides","3-meC33",0
"2098","L3","L. lasioides","3-meC33",1
"2099","L3","L. lasioides","3-meC33",0
"2100","L3","L. lasioides","3-meC33",1
"2101","L3","L. lasioides","3-meC33",0
"2102","L3","L. lasioides","3-meC33",0
"2103","L3","L. lasioides","3-meC33",0
"2104","L3","L. lasioides","3-meC33",0
"2105","L3","L. lasioides","3-meC33",0
"2106","L3","L. lasioides","3-meC33",0
"2107","L3","L. lasioides","3-meC33",0
"2108","L3","L. lasioides","3-meC33",1
"2109","L3","L. lasioides","3-meC33",1
"2110","L3","L. lasioides","Hexane",1
"2111","L3","L. lasioides","Hexane",1
"2112","L3","L. lasioides","Hexane",0
"2113","L3","L. lasioides","Hexane",0
"2114","L3","L. lasioides","Hexane",0
"2115","L3","L. lasioides","Hexane",1
"2116","L3","L. lasioides","Hexane",1
"2117","L3","L. lasioides","Hexane",0
"2118","L3","L. lasioides","Hexane",0
"2119","L3","L. lasioides","Hexane",0
"2120","L3","L. lasioides","Hexane",1
"2121","L3","L. lasioides","Hexane",0
"2122","L3","L. lasioides","Hexane",0
"2123","L3","L. lasioides","Hexane",0
"2124","L3","L. lasioides","Hexane",0
"2125","L3","L. lasioides","Hexane",0
"2126","L3","L. lasioides","Hexane",1
"2127","L3","L. lasioides","Hexane",0
"2128","L3","L. lasioides","Hexane",0
"2129","L3","L. lasioides","Hexane",0
"2130","L3","L. lasioides","Hexane",0
"2131","L3","L. lasioides","Hexane",0
"2132","L3","L. lasioides","Hexane",0
"2133","L3","L. lasioides","Hexane",1
"2134","L3","L. lasioides","Hexane",0
"2135","L3","L. lasioides","Hexane",0
"2136","L3","L. lasioides","Hexane",0
"2137","L3","L. lasioides","Hexane",0
"2138","L3","L. lasioides","Hexane",0
"2139","L3","L. lasioides","Hexane",0
"2140","L3","L. lasioides","Hexane",0
"2141","L3","L. lasioides","Hexane",0
"2142","L3","L. lasioides","Hexane",0
"2143","L3","L. lasioides","Hexane",0
"2144","L3","L. lasioides","Hexane",0
"2145","L3","L. lasioides","Hexane",1
"2146","L3","L. lasioides","Hexane",0
"2147","L3","L. lasioides","Hexane",0
"2148","L3","L. lasioides","Hexane",0
"2149","L3","L. lasioides","Hexane",0
"2150","L3","L. lasioides","Hexane",1
"2151","L3","L. lasioides","Hexane",0
"2152","L3","L. lasioides","Hexane",0
"2153","L3","L. lasioides","Hexane",1
"2154","L3","L. lasioides","Hexane",0
"2155","L3","L. lasioides","Hexane",1
"2156","L3","L. lasioides","Hexane",0
"2157","L3","L. lasioides","Hexane",1
"2158","L3","L. lasioides","Hexane",0
"2159","L3","L. lasioides","Hexane",0
"2160","L3","L. lasioides","Hexane",1
"2161","L3","L. lasioides","Hexane",0
"2162","L3","L. lasioides","3-meC31",0
"2163","L3","L. lasioides","3-meC31",0
"2164","L3","L. lasioides","3-meC31",1
"2165","L3","L. lasioides","3-meC31",0
"2166","L3","L. lasioides","3-meC31",0
"2167","L3","L. lasioides","3-meC31",0
"2168","L3","L. lasioides","3-meC31",1
"2169","L3","L. lasioides","3-meC31",0
"2170","L3","L. lasioides","3-meC31",0
"2171","L3","L. lasioides","3-meC31",1
"2172","L3","L. lasioides","3-meC31",1
"2173","L3","L. lasioides","3-meC31",0
"2174","L3","L. lasioides","3-meC31",0
"2175","L3","L. lasioides","3-meC31",0
"2176","L3","L. lasioides","3-meC31",1
"2177","L3","L. lasioides","3-meC31",0
"2178","L3","L. lasioides","3-meC31",0
"2179","L3","L. lasioides","3-meC31",0
"2180","L3","L. lasioides","3-meC31",0
"2181","L3","L. lasioides","3-meC31",0
"2182","L3","L. lasioides","3-meC31",0
"2183","L3","L. lasioides","3-meC31",0
"2184","L3","L. lasioides","3-meC31",0
"2185","L3","L. lasioides","3-meC31",0
"2186","L3","L. lasioides","3-meC31",1
"2187","L3","L. lasioides","3-meC31",1
"2188","L3","L. lasioides","3-meC31",0
"2189","L3","L. lasioides","3-meC31",0
"2190","L3","L. lasioides","3-meC31",0
"2191","L3","L. lasioides","3-meC31",0
"2192","L3","L. lasioides","3-meC31",0
"2193","L3","L. lasioides","3-meC31",0
"2194","L3","L. lasioides","3-meC31",0
"2195","L3","L. lasioides","3-meC31",0
"2196","L3","L. lasioides","3-meC31",0
"2197","L3","L. lasioides","3-meC31",0
"2198","L3","L. lasioides","3-meC31",0
"2199","L3","L. lasioides","3-meC31",0
"2200","L3","L. lasioides","3-meC31",0
"2201","L3","L. lasioides","3-meC31",0
"2202","L3","L. lasioides","3-meC31",0
"2203","L3","L. lasioides","3-meC31",0
"2204","L3","L. lasioides","3-meC31",0
"2205","L3","L. lasioides","3-meC31",0
"2206","L3","L. lasioides","3-meC31",1
"2207","L3","L. lasioides","3-meC31",0
"2208","L3","L. lasioides","3-meC31",0
"2209","L3","L. lasioides","3-meC31",0
"2210","L3","L. lasioides","3-meC31",0
"2211","L3","L. lasioides","3-meC31",0
"2212","L3","L. lasioides","3-meC31",0
"2213","L3","L. lasioides","3-meC31",0
"2214","L3","L. lasioides","3-meC31",0
"2215","L3","L. lasioides","3-meC31",0
"2216","L3","L. lasioides","3-meC31",0
"2217","L3","L. lasioides","3-meC31",0
"2218","L3","L. lasioides","3-meC31",0
"2219","L3","L. lasioides","3-meC31",1
"2220","L3","L. lasioides","3-meC31",0
"2221","L3","L. lasioides","3-meC31",0
"2222","L3","L. lasioides","3-meC31",0
"2223","L3","L. lasioides","3-meC31",0
"2224","L3","L. lasioides","3-meC31",0
"2225","L3","L. lasioides","C31",0
"2226","L3","L. lasioides","C31",0
"2227","L3","L. lasioides","C31",1
"2228","L3","L. lasioides","C31",0
"2229","L3","L. lasioides","C31",0
"2230","L3","L. lasioides","C31",0
"2231","L3","L. lasioides","C31",0
"2232","L3","L. lasioides","C31",1
"2233","L3","L. lasioides","C31",1
"2234","L3","L. lasioides","C31",1
"2235","L3","L. lasioides","C31",1
"2236","L3","L. lasioides","C31",0
"2237","L3","L. lasioides","C31",0
"2238","L3","L. lasioides","C31",1
"2239","L3","L. lasioides","C31",0
"2240","L3","L. lasioides","C31",0
"2241","L3","L. lasioides","C31",1
"2242","L3","L. lasioides","C31",0
"2243","L3","L. lasioides","C31",0
"2244","L3","L. lasioides","C31",0
"2245","L3","L. lasioides","C31",0
"2246","L3","L. lasioides","C31",1
"2247","L3","L. lasioides","C31",0
"2248","L3","L. lasioides","C31",0
"2249","L3","L. lasioides","C31",0
"2250","L3","L. lasioides","C31",0
"2251","L3","L. lasioides","C31",0
"2252","L3","L. lasioides","C31",0
"2253","L3","L. lasioides","C31",0
"2254","L3","L. lasioides","C31",0
"2255","L3","L. lasioides","C31",1
"2256","L3","L. lasioides","C31",0
"2257","L3","L. lasioides","C31",1
"2258","L3","L. lasioides","C31",0
"2259","L3","L. lasioides","C31",0
"2260","L3","L. lasioides","C31",0
"2261","L3","L. lasioides","C31",0
"2262","L3","L. lasioides","C31",1
"2263","L3","L. lasioides","C31",0
"2264","L3","L. lasioides","C31",0
"2265","L3","L. lasioides","C31",0
"2266","L3","L. lasioides","C31",0
"2267","L3","L. lasioides","C31",0
"2268","L3","L. lasioides","C31",0
"2269","L3","L. lasioides","C31",0
"2270","L3","L. lasioides","C31",0
"2271","L3","L. lasioides","C31",0
"2272","L4","L. lasioides","3-meC35",1
"2273","L4","L. lasioides","3-meC35",1
"2274","L4","L. lasioides","3-meC35",1
"2275","L4","L. lasioides","3-meC35",1
"2276","L4","L. lasioides","3-meC35",1
"2277","L4","L. lasioides","3-meC35",0
"2278","L4","L. lasioides","3-meC35",0
"2279","L4","L. lasioides","3-meC35",1
"2280","L4","L. lasioides","3-meC35",1
"2281","L4","L. lasioides","3-meC35",1
"2282","L4","L. lasioides","3-meC33",0
"2283","L4","L. lasioides","3-meC33",1
"2284","L4","L. lasioides","3-meC33",1
"2285","L4","L. lasioides","3-meC33",0
"2286","L4","L. lasioides","3-meC33",0
"2287","L4","L. lasioides","3-meC33",0
"2288","L4","L. lasioides","3-meC33",1
"2289","L4","L. lasioides","3-meC33",1
"2290","L4","L. lasioides","3-meC33",0
