"","colony","species","treatment","activated"
"912","F5","L. flavus","Hexane",0
"913","F5","L. flavus","Hexane",0
"914","F5","L. flavus","Hexane",0
"915","F5","L. flavus","Hexane",0
"916","F5","L. flavus","3-meC25",0
"917","F5","L. flavus","3-meC25",0
"918","F5","L. flavus","3-meC25",1
"919","F5","L. flavus","3-meC25",0
"920","F5","L. flavus","3-meC25",0
"921","F5","L. flavus","3-meC25",0
"922","F5","L. flavus","3-meC25",0
"923","F5","L. flavus","3-meC25",0
"924","F5","L. flavus","3-meC25",0
"925","F5","L. flavus","3-meC25",0
"926","F5","L. flavus","3-meC25",0
"927","F5","L. flavus","3-meC25",0
"928","F5","L. flavus","3-meC25",0
"929","F5","L. flavus","3-meC25",0
"930","F5","L. flavus","3-meC25",0
"931","F5","L. flavus","3-meC25",0
"932","F5","L. flavus","3-meC25",0
"933","F5","L. flavus","3-meC25",0
"934","F5","L. flavus","3-meC25",0
"935","F5","L. flavus","3-meC25",0
"936","F5","L. flavus","3-meC25",0
"937","F5","L. flavus","3-meC25",0
"938","F5","L. flavus","3-meC25",0
"939","F5","L. flavus","3-meC25",0
"940","F5","L. flavus","3-meC25",0
"941","F5","L. flavus","3-meC25",0
"942","F5","L. flavus","3-meC25",0
"943","F5","L. flavus","3-meC25",0
"944","F5","L. flavus","3-meC25",0
"945","F5","L. flavus","3-meC25",0
"946","F5","L. flavus","3-meC25",0
"947","F5","L. flavus","3-meC25",0
"948","F5","L. flavus","3-meC25",1
"949","F5","L. flavus","3-meC25",0
"950","F5","L. flavus","3-meC25",0
"951","F5","L. flavus","3-meC25",1
"952","F5","L. flavus","3-meC25",0
"953","F5","L. flavus","3-meC25",1
"954","F5","L. flavus","3-meC25",0
"955","F5","L. flavus","3-meC31",0
"956","F5","L. flavus","3-meC31",0
"957","F5","L. flavus","3-meC31",0
"958","F5","L. flavus","3-meC31",0
"959","F5","L. flavus","3-meC31",0
"960","F5","L. flavus","3-meC31",0
"961","F5","L. flavus","3-meC31",0
"962","F5","L. flavus","3-meC31",0
"963","F5","L. flavus","3-meC31",0
"964","F5","L. flavus","3-meC31",0
"965","F5","L. flavus","3-meC31",0
"966","F5","L. flavus","3-meC31",0
"967","F5","L. flavus","3-meC31",0
"968","F5","L. flavus","3-meC31",0
"969","F5","L. flavus","3-meC31",0
"970","F5","L. flavus","3-meC31",0
"971","F5","L. flavus","3-meC31",0
"972","F5","L. flavus","3-meC31",0
"973","F5","L. flavus","3-meC31",0
"974","F5","L. flavus","3-meC31",0
"975","F5","L. flavus","3-meC31",0
"976","F5","L. flavus","3-meC31",0
"977","F5","L. flavus","3-meC31",0
"978","F5","L. flavus","3-meC31",0
"979","F5","L. flavus","3-meC31",0
"980","F5","L. flavus","3-meC31",0
"981","F5","L. flavus","3-meC31",0
"982","F5","L. flavus","3-meC31",0
"983","F5","L. flavus","3-meC31",0
"984","F5","L. flavus","3-meC31",0
"985","F5","L. flavus","3-meC31",0
"986","F5","L. flavus","3-meC31",0
"987","F5","L. flavus","3-meC31",0
"988","F5","L. flavus","3-meC31",0
"989","F5","L. flavus","3-meC33",0
"990","F5","L. flavus","3-meC33",1
"991","F5","L. flavus","3-meC33",0
"992","F5","L. flavus","3-meC33",0
"993","F5","L. flavus","3-meC33",0
"994","F5","L. flavus","3-meC33",0
"995","F5","L. flavus","3-meC33",0
"996","F5","L. flavus","3-meC33",0
"997","F5","L. flavus","3-meC33",0
"998","F5","L. flavus","3-meC33",0
"999","F5","L. flavus","3-meC33",0
"1000","F5","L. flavus","3-meC33",0
"1001","F5","L. flavus","3-meC33",0
"1002","F5","L. flavus","3-meC33",0
"1003","F5","L. flavus","3-meC33",0
"1004","F5","L. flavus","3-meC33",0
"1005","F5","L. flavus","3-meC33",0
"1006","F5","L. flavus","3-meC33",0
"1007","F5","L. flavus","3-meC33",0
"1008","F5","L. flavus","3-meC33",0
"1009","F5","L. flavus","3-meC33",0
"1010","F5","L. flavus","3-meC33",0
"1011","F5","L. flavus","3-meC33",0
"1012","F5","L. flavus","3-meC33",0
"1013","F5","L. flavus","3-meC33",0
"1014","F5","L. flavus","3-meC33",0
"1015","F5","L. flavus","3-meC33",0
"1016","F5","L. flavus","3-meC33",0
"1017","F5","L. flavus","3-meC33",0
"1018","F5","L. flavus","3-meC33",0
"1019","F5","L. flavus","3-meC33",0
"1020","F5","L. flavus","3-meC33",0
"1021","F5","L. flavus","3-meC33",0
"1022","F5","L. flavus","3-meC33",0
"1023","F5","L. flavus","3-meC35",0
"1024","F5","L. flavus","3-meC35",0
"1025","F5","L. flavus","3-meC35",0
"1026","F5","L. flavus","3-meC35",0
"1027","F5","L. flavus","3-meC35",0
"1028","F5","L. flavus","3-meC35",0
"1029","F5","L. flavus","3-meC35",0
"1030","F5","L. flavus","3-meC35",0
"1031","F5","L. flavus","3-meC35",0
"1032","F5","L. flavus","3-meC35",0
"1033","F5","L. flavus","3-meC35",0
"1034","F5","L. flavus","3-meC35",0
"1035","F5","L. flavus","3-meC35",0
"1036","F5","L. flavus","3-meC35",0
"1037","F5","L. flavus","3-meC35",0
"1038","F5","L. flavus","3-meC35",0
"1039","N1","L. niger","C31",0
"1040","N1","L. niger","C31",1
"1041","N1","L. niger","C31",1
"1042","N1","L. niger","C31",0
"1043","N1","L. niger","C31",1
"1044","N1","L. niger","C31",1
"1045","N1","L. niger","C31",1
"1046","N1","L. niger","C31",1
"1047","N1","L. niger","C31",0
"1048","N1","L. niger","C31",1
"1049","N1","L. niger","C31",0
"1050","N1","L. niger","C31",0
"1051","N1","L. niger","C31",1
"1052","N1","L. niger","C31",1
"1053","N1","L. niger","C31",0
"1054","N1","L. niger","Hexane",1
"1055","N1","L. niger","Hexane",0
"1056","N1","L. niger","Hexane",0
"1057","N1","L. niger","Hexane",0
"1058","N1","L. niger","Hexane",0
"1059","N1","L. niger","Hexane",1
"1060","N1","L. niger","Hexane",0
"1061","N1","L. niger","Hexane",1
"1062","N1","L. niger","Hexane",0
"1063","N1","L. niger","Hexane",1
"1064","N1","L. niger","Hexane",0
"1065","N1","L. niger","Hexane",0
"1066","N1","L. niger","Hexane",1
"1067","N1","L. niger","3-meC25",0
"1068","N1","L. niger","3-meC25",1
"1069","N1","L. niger","3-meC25",1
"1070","N1","L. niger","3-meC25",1
"1071","N1","L. niger","3-meC25",0
"1072","N1","L. niger","3-meC25",0
"1073","N1","L. niger","3-meC25",1
"1074","N1","L. niger","3-meC25",0
"1075","N1","L. niger","3-meC25",1
"1076","N1","L. niger","3-meC25",0
"1077","N1","L. niger","3-meC25",0
"1078","N1","L. niger","3-meC25",0
"1079","N1","L. niger","3-meC25",0
"1080","N1","L. niger","3-meC25",0
"1081","N1","L. niger","3-meC31",0
"1082","N1","L. niger","3-meC31",0
"1083","N1","L. niger","3-meC31",0
"1084","N1","L. niger","3-meC31",0
"1085","N1","L. niger","3-meC31",0
"1086","N1","L. niger","3-meC31",0
"1087","N1","L. niger","3-meC31",0
"1088","N1","L. niger","3-meC31",0
"1089","N1","L. niger","3-meC31",0
"1090","N1","L. niger","3-meC31",0
"1091","N1","L. niger","3-meC31",0
"1092","N1","L. niger","3-meC31",0
"1093","N1","L. niger","3-meC31",0
"1094","N1","L. niger","3-meC31",0
"1095","N1","L. niger","3-meC35",0
"1096","N1","L. niger","3-meC35",0
"1097","N1","L. niger","3-meC35",0
"1098","N1","L. niger","3-meC35",0
"1099","N1","L. niger","3-meC35",0
"1100","N1","L. niger","3-meC35",1
"1101","N1","L. niger","3-meC35",0
"1102","N1","L. niger","3-meC35",0
"1103","N1","L. niger","3-meC35",0
"1104","N1","L. niger","3-meC35",0
"1105","N1","L. niger","3-meC35",1
"1106","N1","L. niger","3-meC35",0
"1107","N1","L. niger","3-meC35",0
"1108","N1","L. niger","3-meC35",1
"1109","N1","L. niger","3-meC35",0
"1110","N1","L. niger","3-meC35",0
"1111","N2","L. niger","Hexane",0
"1112","N2","L. niger","Hexane",0
"1113","N2","L. niger","Hexane",0
"1114","N2","L. niger","Hexane",0
"1115","N2","L. niger","Hexane",0
"1116","N2","L. niger","Hexane",0
"1117","N2","L. niger","Hexane",1
"1118","N2","L. niger","Hexane",0
"1119","N2","L. niger","Hexane",0
"1120","N2","L. niger","Hexane",0
"1121","N2","L. niger","Hexane",0
"1122","N2","L. niger","Hexane",0
"1123","N2","L. niger","Hexane",0
"1124","N2","L. niger","Hexane",0
"1125","N2","L. niger","Hexane",0
"1126","N2","L. niger","Hexane",0
"1127","N2","L. niger","Hexane",0
"1128","N2","L. niger","Hexane",0
"1129","N2","L. niger","Hexane",0
"1130","N2","L. niger","Hexane",0
"1131","N2","L. niger","Hexane",0
"1132","N2","L. niger","3-meC25",0
"1133","N2","L. niger","3-meC25",0
"1134","N2","L. niger","3-meC25",0
"1135","N2","L. niger","3-meC25",0
"1136","N2","L. niger","3-meC25",0
"1137","N2","L. niger","3-meC25",0
"1138","N2","L. niger","3-meC25",0
"1139","N2","L. niger","3-meC25",0
"1140","N2","L. niger","3-meC25",0
"1141","N2","L. niger","3-meC25",0
"1142","N2","L. niger","3-meC25",0
"1143","N2","L. niger","3-meC25",0
"1144","N2","L. niger","3-meC25",0
"1145","N2","L. niger","3-meC25",0
"1146","N2","L. niger","3-meC25",0
"1147","N2","L. niger","3-meC25",0
"1148","N2","L. niger","3-meC25",0
"1149","N2","L. niger","3-meC25",0
"1150","N2","L. niger","3-meC25",1
"1151","N2","L. niger","3-meC25",0
"1152","N2","L. niger","3-meC25",0
"1153","N2","L. niger","3-meC25",0
"1154","N2","L. niger","3-meC25",0
"1155","N2","L. niger","3-meC25",0
"1156","N2","L. niger","3-meC25",0
"1157","N2","L. niger","3-meC31",0
"1158","N2","L. niger","3-meC31",0
"1159","N2","L. niger","3-meC31",0
"1160","N2","L. niger","3-meC31",0
"1161","N2","L. niger","3-meC31",0
"1162","N2","L. niger","3-meC31",0
"1163","N2","L. niger","3-meC31",0
"1164","N2","L. niger","3-meC31",0
"1165","N2","L. niger","3-meC31",0
"1166","N2","L. niger","3-meC31",0
"1167","N2","L. niger","3-meC31",0
"1168","N2","L. niger","3-meC31",0
"1169","N2","L. niger","3-meC31",0
"1170","N2","L. niger","3-meC31",0
"1171","N2","L. niger","3-meC31",0
"1172","N2","L. niger","3-meC31",0
"1173","N2","L. niger","3-meC31",0
"1174","N2","L. niger","3-meC31",0
"1175","N2","L. niger","3-meC33",0
"1176","N2","L. niger","3-meC33",0
"1177","N2","L. niger","3-meC33",0
"1178","N2","L. niger","3-meC33",0
"1179","N2","L. niger","3-meC33",0
"1180","N2","L. niger","3-meC33",0
"1181","N2","L. niger","3-meC33",0
"1182","N2","L. niger","3-meC33",0
"1183","N2","L. niger","3-meC33",0
"1184","N2","L. niger","3-meC33",0
"1185","N2","L. niger","3-meC33",0
"1186","N2","L. niger","3-meC33",0
"1187","N2","L. niger","3-meC33",0
"1188","N2","L. niger","3-meC33",0
"1189","N2","L. niger","3-meC33",0
"1190","N2","L. niger","3-meC33",0
"1191","N2","L. niger","3-meC33",0
"1192","N2","L. niger","3-meC33",1
"1193","N2","L. niger","3-meC33",0
"1194","N2","L. niger","3-meC33",0
"1195","N2","L. niger","3-meC33",0
"1196","N2","L. niger","3-meC33",0
"1197","N2","L. niger","3-meC35",0
"1198","N2","L. niger","3-meC35",0
"1199","N2","L. niger","3-meC35",0
"1200","N2","L. niger","3-meC35",0
"1201","N2","L. niger","3-meC35",0
"1202","N2","L. niger","3-meC35",0
"1203","N2","L. niger","3-meC35",0
"1204","N2","L. niger","3-meC35",0
"1205","N2","L. niger","3-meC35",0
"1206","N2","L. niger","3-meC35",0
"1207","N2","L. niger","3-meC35",0
"1208","N2","L. niger","3-meC35",0
"1209","N2","L. niger","3-meC35",0
"1210","N2","L. niger","3-meC35",0
"1211","N2","L. niger","3-meC35",0
"1212","N2","L. niger","3-meC35",0
"1213","N2","L. niger","3-meC35",0
"1214","N2","L. niger","3-meC35",0
"1215","N2","L. niger","3-meC35",0
"1216","N2","L. niger","3-meC35",0
"1217","N2","L. niger","3-meC35",0
"1218","N2","L. niger","3-meC35",0
"1219","N2","L. niger","3-meC35",0
"1220","N2","L. niger","3-meC35",1
"1221","N2","L. niger","3-meC35",0
"1222","N2","L. niger","3-meC35",0
"1223","N2","L. niger","3-meC35",0
"1224","N2","L. niger","3-meC35",0
"1225","N2","L. niger","3-meC35",0
"1226","N2","L. niger","3-meC35",0
"1227","N2","L. niger","3-meC35",0
"1228","N2","L. niger","3-meC35",0
"1229","N2","L. niger","3-meC35",0
"1230","N3","L. niger","C31",0
"1231","N3","L. niger","C31",0
"1232","N3","L. niger","C31",1
"1233","N3","L. niger","C31",0
"1234","N3","L. niger","C31",1
"1235","N3","L. niger","C31",0
"1236","N3","L. niger","C31",0
"1237","N3","L. niger","C31",0
"1238","N3","L. niger","C31",0
"1239","N3","L. niger","C31",0
"1240","N3","L. niger","C31",0
"1241","N3","L. niger","C31",0
"1242","N3","L. niger","C31",0
"1243","N3","L. niger","C31",0
"1244","N3","L. niger","C31",1
"1245","N3","L. niger","C31",0
"1246","N3","L. niger","C31",1
"1247","N3","L. niger","C31",0
"1248","N3","L. niger","C31",0
"1249","N3","L. niger","C31",0
"1250","N3","L. niger","C31",1
"1251","N3","L. niger","C31",0
"1252","N3","L. niger","C31",1
"1253","N3","L. niger","C31",0
"1254","N3","L. niger","C31",0
"1255","N3","L. niger","C31",0
"1256","N3","L. niger","C31",0
"1257","N3","L. niger","C31",1
"1258","N3","L. niger","C31",1
"1259","N3","L. niger","C31",0
"1260","N3","L. niger","C31",0
"1261","N3","L. niger","C31",0
"1262","N3","L. niger","Hexane",0
"1263","N3","L. niger","Hexane",1
"1264","N3","L. niger","Hexane",0
"1265","N3","L. niger","Hexane",0
"1266","N3","L. niger","Hexane",0
"1267","N3","L. niger","Hexane",0
"1268","N3","L. niger","Hexane",0
"1269","N3","L. niger","Hexane",0
"1270","N3","L. niger","Hexane",0
"1271","N3","L. niger","Hexane",0
"1272","N3","L. niger","Hexane",1
"1273","N3","L. niger","Hexane",0
"1274","N3","L. niger","Hexane",0
"1275","N3","L. niger","Hexane",0
"1276","N3","L. niger","Hexane",0
"1277","N3","L. niger","Hexane",0
"1278","N3","L. niger","Hexane",0
"1279","N3","L. niger","Hexane",0
"1280","N3","L. niger","Hexane",0
"1281","N3","L. niger","Hexane",0
"1282","N3","L. niger","Hexane",0
"1283","N3","L. niger","Hexane",0
"1284","N3","L. niger","Hexane",0
"1285","N3","L. niger","3-meC25",0
"1286","N3","L. niger","3-meC25",1
"1287","N3","L. niger","3-meC25",1
"1288","N3","L. niger","3-meC25",0
"1289","N3","L. niger","3-meC25",0
"1290","N3","L. niger","3-meC25",0
"1291","N3","L. niger","3-meC25",0
"1292","N3","L. niger","3-meC25",0
"1293","N3","L. niger","3-meC25",0
"1294","N3","L. niger","3-meC25",0
"1295","N3","L. niger","3-meC25",0
"1296","N3","L. niger","3-meC25",1
"1297","N3","L. niger","3-meC25",0
"1298","N3","L. niger","3-meC25",0
"1299","N3","L. niger","3-meC25",0
"1300","N3","L. niger","3-meC25",0
"1301","N3","L. niger","3-meC25",0
"1302","N3","L. niger","3-meC25",0
"1303","N3","L. niger","3-meC25",1
"1304","N3","L. niger","3-meC25",0
"1305","N3","L. niger","3-meC25",0
"1306","N3","L. niger","3-meC25",0
"1307","N3","L. niger","3-meC25",0
"1308","N3","L. niger","3-meC25",0
"1309","N3","L. niger","3-meC25",0
"1310","N3","L. niger","3-meC25",0
"1311","N3","L. niger","3-meC31",0
"1312","N3","L. niger","3-meC31",0
"1313","N3","L. niger","3-meC31",0
"1314","N3","L. niger","3-meC31",0
"1315","N3","L. niger","3-meC31",0
"1316","N3","L. niger","3-meC31",0
"1317","N3","L. niger","3-meC31",0
"1318","N3","L. niger","3-meC31",0
"1319","N3","L. niger","3-meC31",0
"1320","N3","L. niger","3-meC31",0
"1321","N3","L. niger","3-meC31",0
"1322","N3","L. niger","3-meC31",0
"1323","N3","L. niger","3-meC31",0
"1324","N3","L. niger","3-meC31",0
"1325","N3","L. niger","3-meC31",0
"1326","N3","L. niger","3-meC31",0
"1327","N3","L. niger","3-meC31",0
"1328","N3","L. niger","3-meC33",1
"1329","N3","L. niger","3-meC33",0
"1330","N3","L. niger","3-meC33",0
"1331","N3","L. niger","3-meC33",0
"1332","N3","L. niger","3-meC33",0
"1333","N3","L. niger","3-meC33",0
"1334","N3","L. niger","3-meC33",0
"1335","N3","L. niger","3-meC33",0
"1336","N3","L. niger","3-meC33",0
"1337","N3","L. niger","3-meC33",0
"1338","N3","L. niger","3-meC33",0
"1339","N3","L. niger","3-meC33",0
"1340","N3","L. niger","3-meC33",0
"1341","N3","L. niger","3-meC33",0
"1342","N3","L. niger","3-meC33",0
"1343","N3","L. niger","3-meC33",0
"1344","N3","L. niger","3-meC33",0
"1345","N3","L. niger","3-meC33",0
"1346","N3","L. niger","3-meC33",0
"1347","N3","L. niger","3-meC33",0
"1348","N3","L. niger","3-meC33",0
"1349","N3","L. niger","3-meC33",0
"1350","N3","L. niger","3-meC33",0
"1351","N3","L. niger","3-meC33",0
"1352","N3","L. niger","3-meC33",0
"1353","N3","L. niger","3-meC33",0
"1354","N3","L. niger","3-meC33",0
"1355","N3","L. niger","3-meC33",0
"1356","N3","L. niger","3-meC33",0
"1357","N3","L. niger","3-meC35",0
"1358","N3","L. niger","3-meC35",0
"1359","N3","L. niger","3-meC35",0
"1360","N3","L. niger","3-meC35",0
"1361","N3","L. niger","3-meC35",0
"1362","N3","L. niger","3-meC35",0
"1363","N3","L. niger","3-meC35",0
"1364","N3","L. niger","3-meC35",0
"1365","N3","L. niger","3-meC35",0
"1366","N3","L. niger","3-meC35",0
"1367","N3","L. niger","3-meC35",0
"1368","N3","L. niger","3-meC35",0
"1369","N3","L. niger","3-meC35",0
"1370","N3","L. niger","3-meC35",0
"1371","N3","L. niger","3-meC35",0
"1372","N3","L. niger","3-meC35",0
"1373","N3","L. niger","3-meC35",0
"1374","N3","L. niger","3-meC35",0
"1375","N3","L. niger","3-meC35",0
"1376","N3","L. niger","3-meC35",0
"1377","N3","L. niger","3-meC35",0
"1378","N3","L. niger","3-meC35",0
"1379","N3","L. niger","3-meC35",0
"1380","N3","L. niger","3-meC35",0
"1381","N4","L. niger","C31",0
"1382","N4","L. niger","C31",0
"1383","N4","L. niger","C31",1
"1384","N4","L. niger","C31",0
"1385","N4","L. niger","C31",0
"1386","N4","L. niger","C31",0
"1387","N4","L. niger","C31",0
"1388","N4","L. niger","C31",0
"1389","N4","L. niger","C31",0
"1390","N4","L. niger","C31",0
"1391","N4","L. niger","C31",0
"1392","N4","L. niger","C31",0
"1393","N4","L. niger","C31",0
"1394","N4","L. niger","C31",0
"1395","N4","L. niger","C31",0
"1396","N4","L. niger","C31",0
"1397","N4","L. niger","C31",0
"1398","N4","L. niger","C31",0
"1399","N4","L. niger","C31",0
"1400","N4","L. niger","C31",0
"1401","N4","L. niger","C31",0
"1402","N4","L. niger","C31",0
"1403","N4","L. niger","C31",0
"1404","N4","L. niger","C31",0
"1405","N4","L. niger","C31",0
"1406","N4","L. niger","C31",0
"1407","N4","L. niger","C31",0
"1408","N4","L. niger","C31",0
"1409","N4","L. niger","Hexane",0
"1410","N4","L. niger","Hexane",1
"1411","N4","L. niger","Hexane",0
"1412","N4","L. niger","Hexane",0
"1413","N4","L. niger","Hexane",0
"1414","N4","L. niger","Hexane",0
"1415","N4","L. niger","Hexane",0
"1416","N4","L. niger","Hexane",0
"1417","N4","L. niger","Hexane",0
"1418","N4","L. niger","Hexane",0
"1419","N4","L. niger","Hexane",0
"1420","N4","L. niger","Hexane",0
"1421","N4","L. niger","Hexane",0
"1422","N4","L. niger","Hexane",0
"1423","N4","L. niger","Hexane",0
"1424","N4","L. niger","3-meC25",0
"1425","N4","L. niger","3-meC25",0
"1426","N4","L. niger","3-meC25",0
"1427","N4","L. niger","3-meC25",0
"1428","N4","L. niger","3-meC25",0
"1429","N4","L. niger","3-meC25",0
"1430","N4","L. niger","3-meC25",0
"1431","N4","L. niger","3-meC25",0
"1432","N4","L. niger","3-meC25",0
"1433","N4","L. niger","3-meC25",0
"1434","N4","L. niger","3-meC25",0
"1435","N4","L. niger","3-meC25",0
"1436","N4","L. niger","3-meC25",0
"1437","N4","L. niger","3-meC25",0
"1438","N4","L. niger","3-meC25",0
"1439","N4","L. niger","3-meC25",0
"1440","N4","L. niger","3-meC25",0
"1441","N4","L. niger","3-meC25",0
"1442","N4","L. niger","3-meC25",0
"1443","N4","L. niger","3-meC25",0
"1444","N4","L. niger","3-meC25",0
"1445","N4","L. niger","3-meC25",0
"1446","N4","L. niger","3-meC25",0
"1447","N4","L. niger","3-meC25",0
"1448","N4","L. niger","3-meC25",0
"1449","N4","L. niger","3-meC25",0
"1450","N4","L. niger","3-meC25",0
"1451","N4","L. niger","3-meC25",0
"1452","N4","L. niger","3-meC25",0
"1453","N4","L. niger","3-meC25",0
"1454","N4","L. niger","3-meC25",0
"1455","N4","L. niger","3-meC25",0
"1456","N4","L. niger","3-meC31",0
"1457","N4","L. niger","3-meC31",0
"1458","N4","L. niger","3-meC31",0
"1459","N4","L. niger","3-meC31",0
"1460","N4","L. niger","3-meC31",0
"1461","N4","L. niger","3-meC31",0
"1462","N4","L. niger","3-meC31",0
"1463","N4","L. niger","3-meC31",0
"1464","N4","L. niger","3-meC31",0
"1465","N4","L. niger","3-meC31",0
"1466","N4","L. niger","3-meC31",0
"1467","N4","L. niger","3-meC31",0
"1468","N4","L. niger","3-meC31",0
"1469","N4","L. niger","3-meC31",0
"1470","N4","L. niger","3-meC31",0
"1471","N4","L. niger","3-meC31",0
"1472","N4","L. niger","3-meC31",0
"1473","N4","L. niger","3-meC31",0
"1474","N4","L. niger","3-meC33",0
"1475","N4","L. niger","3-meC33",0
"1476","N4","L. niger","3-meC33",0
"1477","N4","L. niger","3-meC33",0
"1478","N4","L. niger","3-meC33",0
"1479","N4","L. niger","3-meC33",0
"1480","N4","L. niger","3-meC33",0
"1481","N4","L. niger","3-meC33",0
"1482","N4","L. niger","3-meC33",0
"1483","N4","L. niger","3-meC33",0
"1484","N4","L. niger","3-meC33",0
"1485","N4","L. niger","3-meC33",0
"1486","N4","L. niger","3-meC33",0
"1487","N4","L. niger","3-meC33",0
"1488","N4","L. niger","3-meC33",0
"1489","N4","L. niger","3-meC33",0
"1490","N4","L. niger","3-meC33",0
"1491","N4","L. niger","3-meC33",0
"1492","N4","L. niger","3-meC33",0
"1493","N4","L. niger","3-meC33",0
"1494","N4","L. niger","3-meC33",0
"1495","N4","L. niger","3-meC33",0
"1496","N4","L. niger","3-meC33",0
"1497","N4","L. niger","3-meC33",0
"1498","N4","L. niger","3-meC33",0
"1499","N4","L. niger","3-meC33",0
"1500","N4","L. niger","3-meC33",0
"1501","N4","L. niger","3-meC33",0
"1502","N4","L. niger","3-meC33",0
"1503","N4","L. niger","3-meC33",0
"1504","N4","L. niger","3-meC33",0
"1505","N4","L. niger","3-meC33",0
"1506","N4","L. niger","3-meC33",0
"1507","N4","L. niger","3-meC33",0
"1508","N4","L. niger","3-meC35",0
"1509","N4","L. niger","3-meC35",0
"1510","N4","L. niger","3-meC35",0
"1511","N4","L. niger","3-meC35",0
"1512","N4","L. niger","3-meC35",0
"1513","N4","L. niger","3-meC35",0
"1514","N4","L. niger","3-meC35",0
"1515","N4","L. niger","3-meC35",0
"1516","N4","L. niger","3-meC35",0
"1517","N4","L. niger","3-meC35",0
"1518","N4","L. niger","3-meC35",1
"1519","N4","L. niger","3-meC35",0
"1520","N4","L. niger","3-meC35",0
"1521","N4","L. niger","3-meC35",0
"1522","N4","L. niger","3-meC35",0
"1523","N4","L. niger","3-meC35",0
"1524","N4","L. niger","3-meC35",0
"1525","N4","L. niger","3-meC35",0
"1526","N4","L. niger","3-meC35",0
"1527","N4","L. niger","3-meC35",0
"1528","N4","L. niger","3-meC35",0
"1529","N4","L. niger","3-meC35",0
"1530","N4","L. niger","3-meC35",0
"1531","N4","L. niger","3-meC35",0
"1532","N4","L. niger","3-meC35",1
"1533","N4","L. niger","3-meC35",0
"1534","N4","L. niger","3-meC35",0
"1535","N4","L. niger","3-meC35",0
"1536","N4","L. niger","3-meC35",0
"1537","N4","L. niger","3-meC35",0
"1538","N4","L. niger","3-meC35",0
"1539","N4","L. niger","3-meC35",0
"1540","N5","L. niger","C31",0
"1541","N5","L. niger","C31",0
"1542","N5","L. niger","C31",0
"1543","N5","L. niger","C31",0
"1544","N5","L. niger","C31",0
"1545","N5","L. niger","C31",0
"1546","N5","L. niger","C31",0
"1547","N5","L. niger","C31",0
"1548","N5","L. niger","C31",0
"1549","N5","L. niger","C31",0
"1550","N5","L. niger","C31",0
"1551","N5","L. niger","C31",0
"1552","N5","L. niger","C31",0
"1553","N5","L. niger","C31",0
"1554","N5","L. niger","C31",0
"1555","N5","L. niger","C31",0
"1556","N5","L. niger","C31",0
"1557","N5","L. niger","C31",0
"1558","N5","L. niger","C31",0
"1559","N5","L. niger","C31",0
"1560","N5","L. niger","C31",0
"1561","N5","L. niger","C31",0
"1562","N5","L. niger","C31",0
"1563","N5","L. niger","C31",0
"1564","N5","L. niger","C31",0
"1565","N5","L. niger","C31",0
"1566","N5","L. niger","C31",0
"1567","N5","L. niger","C31",0
"1568","N5","L. niger","Hexane",0
"1569","N5","L. niger","Hexane",0
"1570","N5","L. niger","Hexane",0
"1571","N5","L. niger","Hexane",1
"1572","N5","L. niger","Hexane",0
"1573","N5","L. niger","Hexane",0
"1574","N5","L. niger","Hexane",0
"1575","N5","L. niger","Hexane",0
"1576","N5","L. niger","Hexane",0
"1577","N5","L. niger","Hexane",0
"1578","N5","L. niger","Hexane",0
"1579","N5","L. niger","Hexane",1
"1580","N5","L. niger","Hexane",0
"1581","N5","L. niger","Hexane",1
"1582","N5","L. niger","Hexane",0
"1583","N5","L. niger","Hexane",0
"1584","N5","L. niger","Hexane",0
"1585","N5","L. niger","Hexane",0
"1586","N5","L. niger","Hexane",0
"1587","N5","L. niger","Hexane",0
"1588","N5","L. niger","Hexane",0
"1589","N5","L. niger","Hexane",0
"1590","N5","L. niger","Hexane",0
"1591","N5","L. niger","Hexane",0
"1592","N5","L. niger","Hexane",0
"1593","N5","L. niger","Hexane",0
"1594","N5","L. niger","Hexane",0
"1595","N5","L. niger","Hexane",0
"1596","N5","L. niger","Hexane",0
"1597","N5","L. niger","Hexane",1
"1598","N5","L. niger","Hexane",0
"1599","N5","L. niger","Hexane",1
"1600","N5","L. niger","Hexane",0
"1601","N5","L. niger","Hexane",0
"1602","N5","L. niger","Hexane",0
"1603","N5","L. niger","Hexane",0
"1604","N5","L. niger","Hexane",0
"1605","N5","L. niger","Hexane",0
"1606","N5","L. niger","Hexane",0
"1607","N5","L. niger","Hexane",0
"1608","N5","L. niger","3-meC25",1
"1609","N5","L. niger","3-meC25",0
"1610","N5","L. niger","3-meC25",0
"1611","N5","L. niger","3-meC25",0
"1612","N5","L. niger","3-meC25",0
"1613","N5","L. niger","3-meC25",0
"1614","N5","L. niger","3-meC25",0
"1615","N5","L. niger","3-meC25",0
"1616","N5","L. niger","3-meC25",0
"1617","N5","L. niger","3-meC25",1
"1618","N5","L. niger","3-meC25",0
"1619","N5","L. niger","3-meC25",0
"1620","N5","L. niger","3-meC25",0
"1621","N5","L. niger","3-meC25",0
"1622","N5","L. niger","3-meC25",1
"1623","N5","L. niger","3-meC25",1
"1624","N5","L. niger","3-meC25",0
"1625","N5","L. niger","3-meC25",0
"1626","N5","L. niger","3-meC25",0
"1627","N5","L. niger","3-meC25",1
"1628","N5","L. niger","3-meC25",0
"1629","N5","L. niger","3-meC25",0
