Colony_nr	Treatment	Colony_size	Number_males	Reproductive	Regressed
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C27	129	177	0	1
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	0	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	1	0
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C29	281	0	0	1
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	0	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	1	0
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv20	C28	146	149	0	1
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	0	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	1	0
Vv18	C29	46	190	0	1
Vv18	C29	46	190	0	1
Vv18	C29	46	190	0	1
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	3MeC29	61	120	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	0	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	1	0
Vv18	C27	267	21	0	1
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	0	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	Control	21	75	1	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
Vv18	C28	130	74	0	0
