Colony_nr	Treatment	Colony_size	Number_males	Reproductive	Regressed
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	0	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	1	0
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	3MeC29	265	1	0	1
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	0	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	1	0
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	Control	318	4	0	1
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	0	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
Vv20	C27	129	177	1	0
